,INVOICE_DATE,week_number_of_year,day_number_of_week,month_number_of_year,warehouse_name,product_segmentation,STOCK_CODE,Actual,Prediction
0,2019-08-30,35,30,8,Waltham Abbey,high_demand_products,LHISO46205L,1.0,1.6576142
1,2019-08-30,35,30,8,Waltham Abbey,high_demand_products,LHISO4620L,5.0,4.492243
2,2019-08-30,35,30,8,Waltham Abbey,high_demand_products,LITHCOMPCART,5.0,2.0030668
3,2019-08-30,35,30,8,Waltham Abbey,high_demand_products,LITHEP00050,1.0,1.6808878
4,2019-08-30,35,30,8,Waltham Abbey,low_demand_products,LITHEP050,1.0,3.2683012
5,2019-08-30,35,30,8,Waltham Abbey,high_demand_products,LLGO8090520L,1.0,1.5068353
6,2019-08-30,35,30,8,Waltham Abbey,high_demand_products,LU5W3020L,2.0,2.0244627
7,2019-08-30,35,30,8,Waltham Abbey,high_demand_products,PETRO-CANADASUPREMESYNTHETIC5W,1.0,1.095288
8,2019-08-30,35,30,8,Waltham Abbey,high_demand_products,SWASH25,2.0,1.8085872
9,2019-08-30,35,30,8,Waltham Abbey,high_demand_products,WATER,2.0,2.1544647
10,2019-08-31,35,31,8,Barking,high_demand_products,LITHCOMP50,1.0,1.0296943
11,2019-08-31,35,31,8,Waltham Abbey,high_demand_products,LL10W40EE9205,2.0,1.5216187
12,2019-09-02,36,2,9,Barking,low_demand_products,105904,2.0,1.566401
13,2019-09-02,36,2,9,Barking,low_demand_products,148585,1.0,1.404835
14,2019-09-02,36,2,9,Barking,high_demand_products,148650,1.0,1.4767321
15,2019-09-02,36,2,9,Barking,high_demand_products,157103,1.0,1.2874572
16,2019-09-02,36,2,9,Barking,high_demand_products,166049,1.0,1.385538
17,2019-09-02,36,2,9,Barking,low_demand_products,174776,1.0,1.3093936
18,2019-09-02,36,2,9,Barking,low_demand_products,183878,1.0,1.4971505
19,2019-09-02,36,2,9,Barking,low_demand_products,A0064X5,1.0,2.0358732
20,2019-09-02,36,2,9,Barking,high_demand_products,COLLECTEMPTY,10.0,2.549588
21,2019-09-02,36,2,9,Barking,high_demand_products,EMPTY5,2.0,3.5911758
22,2019-09-02,36,2,9,Barking,high_demand_products,EP3CART,1.0,1.6152033
23,2019-09-02,36,2,9,Barking,high_demand_products,GD,9.0,11.563532
24,2019-09-02,36,2,9,Barking,high_demand_products,H008S795,2.0,3.4233863
25,2019-09-02,36,2,9,Barking,high_demand_products,H017D,2.0,3.6057444
26,2019-09-02,36,2,9,Barking,high_demand_products,LE10W4020L,2.0,1.6726241
27,2019-09-02,36,2,9,Barking,high_demand_products,LHISO4620L,1.0,1.8838027
28,2019-09-02,36,2,9,Barking,high_demand_products,LHISO68205L,1.0,1.360463
29,2019-09-02,36,2,9,Barking,high_demand_products,LITHCOMPCART,1.0,1.576346
30,2019-09-02,36,2,9,Barking,low_demand_products,LLFS263120L,1.0,1.050854
31,2019-09-02,36,2,9,Barking,high_demand_products,LLGO809044X5L,1.0,0.9010624
32,2019-09-02,36,2,9,Barking,high_demand_products,LLGOLS9020L,1.0,1.4566283
33,2019-09-02,36,2,9,Barking,high_demand_products,LLMC4TSS4X5L,1.0,1.7804679
34,2019-09-02,36,2,9,Barking,high_demand_products,LM15W40E720L,4.0,5.610234
35,2019-09-02,36,2,9,Barking,high_demand_products,LU5W30205L,1.0,0.99761754
36,2019-09-02,36,2,9,Barking,high_demand_products,PETRO-CANADASUPREMESYNTHETIC5W,1.0,1.0428705
37,2019-09-02,36,2,9,Barking,high_demand_products,SCAFF25,3.0,2.3088999
38,2019-09-02,36,2,9,Barking,high_demand_products,WATER,2.0,3.2680635
39,2019-09-02,36,2,9,Waltham Abbey,low_demand_products,BRAKECLNAEROS,4.0,1.3023019
40,2019-09-02,36,2,9,Waltham Abbey,high_demand_products,DE15P20,5.0,2.0427663
41,2019-09-02,36,2,9,Waltham Abbey,high_demand_products,LITHCOMP50,1.0,1.152729
42,2019-09-02,36,2,9,Waltham Abbey,high_demand_products,LITHCOMPCART,1.0,1.7379824
43,2019-09-02,36,2,9,Waltham Abbey,high_demand_products,WATER,1.0,2.1144562
44,2019-09-03,36,3,9,Barking,high_demand_products,54106,4.0,3.184977
45,2019-09-03,36,3,9,Barking,low_demand_products,105904,1.0,1.2518184
46,2019-09-03,36,3,9,Barking,high_demand_products,152601,5.0,2.2087338
47,2019-09-03,36,3,9,Barking,high_demand_products,157104,1.0,1.058136
48,2019-09-03,36,3,9,Barking,high_demand_products,157532,2.0,1.7196624
49,2019-09-03,36,3,9,Barking,low_demand_products,166249,2.0,1.3639193
50,2019-09-03,36,3,9,Barking,high_demand_products,ADBLUE18,1.0,1.7175615
51,2019-09-03,36,3,9,Barking,high_demand_products,ADBLUE200,2.0,2.5092702
52,2019-09-03,36,3,9,Barking,high_demand_products,ADBLUE9531000IBC,1.0,1.0781381
53,2019-09-03,36,3,9,Barking,high_demand_products,BPUMP,2.0,2.0246882
54,2019-09-03,36,3,9,Barking,high_demand_products,DELIVERY,1.0,1.1015197
55,2019-09-03,36,3,9,Barking,high_demand_products,EMPTY25L,4.0,3.2008946
56,2019-09-03,36,3,9,Barking,high_demand_products,EP2-1KG,4.0,3.0801594
57,2019-09-03,36,3,9,Barking,high_demand_products,EP2CART,2.0,3.385261
58,2019-09-03,36,3,9,Barking,high_demand_products,EP2CART12,1.0,1.4693284
59,2019-09-03,36,3,9,Barking,high_demand_products,FUCHSFLM2,1.0,1.5222976
60,2019-09-03,36,3,9,Barking,high_demand_products,G004S795,3.0,2.431876
61,2019-09-03,36,3,9,Barking,high_demand_products,GD20REFILL,1.0,2.1675596
62,2019-09-03,36,3,9,Barking,low_demand_products,GD3P,1.0,1.6058515
63,2019-09-03,36,3,9,Barking,high_demand_products,GGUNSTD500,1.0,1.8930805
64,2019-09-03,36,3,9,Barking,high_demand_products,H008S795,1.0,2.029928
65,2019-09-03,36,3,9,Barking,high_demand_products,IBCD,1.0,1.1998341
66,2019-09-03,36,3,9,Barking,high_demand_products,IBCR,2.0,1.3386776
67,2019-09-03,36,3,9,Barking,high_demand_products,JIZERBIO5LITRE,4.0,2.9057722
68,2019-09-03,36,3,9,Barking,high_demand_products,LAATF20,1.0,1.5096722
69,2019-09-03,36,3,9,Barking,high_demand_products,LH1SO32205L,1.0,1.2507708
70,2019-09-03,36,3,9,Barking,high_demand_products,LHISO3220L,4.0,5.572937
71,2019-09-03,36,3,9,Barking,high_demand_products,LHISO46205L,1.0,1.8374927
72,2019-09-03,36,3,9,Barking,high_demand_products,LHISO4620L,5.0,5.944867
73,2019-09-03,36,3,9,Barking,high_demand_products,LHISO681L,2.0,2.5339406
74,2019-09-03,36,3,9,Barking,high_demand_products,LINECUT/SOL,1.0,1.3883133
75,2019-09-03,36,3,9,Barking,high_demand_products,LITHCOMP12X400,1.0,1.4487706
76,2019-09-03,36,3,9,Barking,high_demand_products,LITHCOMPCART,2.0,1.9171797
77,2019-09-03,36,3,9,Barking,low_demand_products,LLHO4X5L,1.0,1.0884267
78,2019-09-03,36,3,9,Barking,high_demand_products,LLISO6820L,2.0,2.026065
79,2019-09-03,36,3,9,Barking,low_demand_products,LLNEATCUT4X5L,1.0,1.1489619
80,2019-09-03,36,3,9,Barking,high_demand_products,LM15W40E720L,3.0,4.338005
81,2019-09-03,36,3,9,Barking,low_demand_products,M0864X5,3.0,1.9602025
82,2019-09-03,36,3,9,Barking,high_demand_products,M086D,1.0,1.3507388
83,2019-09-03,36,3,9,Barking,high_demand_products,QUENCHOIL4X5L,2.0,2.3216765
84,2019-09-03,36,3,9,Barking,high_demand_products,SOL0065L,4.0,5.1885314
85,2019-09-03,36,3,9,Barking,high_demand_products,SWASH25,1.0,1.5589694
86,2019-09-03,36,3,9,Barking,low_demand_products,Z005K13P,1.0,1.7154597
87,2019-09-03,36,3,9,Waltham Abbey,high_demand_products,152349,2.0,2.2923198
88,2019-09-03,36,3,9,Waltham Abbey,high_demand_products,DELIVERYCHARGE2,1.0,1.100442
89,2019-09-04,36,4,9,Barking,low_demand_products,105384,1.0,1.4832599
90,2019-09-04,36,4,9,Barking,high_demand_products,157485,1.0,1.4602851
91,2019-09-04,36,4,9,Barking,high_demand_products,174371,1.0,1.6219084
92,2019-09-04,36,4,9,Barking,high_demand_products,ADBLUE10L,1.0,2.282528
93,2019-09-04,36,4,9,Barking,high_demand_products,ADBLUE18,5.0,2.6481795
94,2019-09-04,36,4,9,Barking,high_demand_products,ADBLUE200,2.0,2.5714078
95,2019-09-04,36,4,9,Barking,high_demand_products,AFLONGLIFE25,2.0,1.7030302
96,2019-09-04,36,4,9,Barking,high_demand_products,BPUMP,1.0,1.1001501
97,2019-09-04,36,4,9,Barking,high_demand_products,BPUMPSYP,1.0,1.4571859
98,2019-09-04,36,4,9,Barking,high_demand_products,COLLECTEMPTY,7.0,4.925433
99,2019-09-04,36,4,9,Barking,high_demand_products,DDMVATFP20,1.0,1.566299
100,2019-09-04,36,4,9,Barking,high_demand_products,DE15DRX,1.0,1.551239
101,2019-09-04,36,4,9,Barking,high_demand_products,GD,28.0,29.709736
102,2019-09-04,36,4,9,Barking,high_demand_products,GD20,12.0,10.247651
103,2019-09-04,36,4,9,Barking,high_demand_products,H006S795,1.0,1.7226626
104,2019-09-04,36,4,9,Barking,high_demand_products,LHISO3220L,5.0,2.2456973
105,2019-09-04,36,4,9,Barking,high_demand_products,LHISO46205L,2.0,2.524334
106,2019-09-04,36,4,9,Barking,high_demand_products,LHISO4620L,4.0,2.2966769
107,2019-09-04,36,4,9,Barking,high_demand_products,NX200,1.0,1.3364409
108,2019-09-04,36,4,9,Barking,high_demand_products,SWASH25,1.0,1.7313429
109,2019-09-04,36,4,9,Barking,low_demand_products,TAP20L,2.0,1.6911106
110,2019-09-04,36,4,9,Barking,high_demand_products,WATER,4.0,1.8877106
111,2019-09-04,36,4,9,Waltham Abbey,high_demand_products,GD,1.0,1.5489664
112,2019-09-05,36,5,9,Barking,high_demand_products,152438,1.0,1.991627
113,2019-09-05,36,5,9,Barking,low_demand_products,156357,2.0,1.7534479
114,2019-09-05,36,5,9,Barking,high_demand_products,166049,1.0,1.3126267
115,2019-09-05,36,5,9,Barking,low_demand_products,171839,1.0,1.3706019
116,2019-09-05,36,5,9,Barking,low_demand_products,180967,1.0,2.1538808
117,2019-09-05,36,5,9,Barking,high_demand_products,183199,1.0,1.6827818
118,2019-09-05,36,5,9,Barking,high_demand_products,ADBLUE18,7.0,7.4672856
119,2019-09-05,36,5,9,Barking,high_demand_products,ADBLUE200,9.0,5.5636406
120,2019-09-05,36,5,9,Barking,high_demand_products,AF20,1.0,1.959112
121,2019-09-05,36,5,9,Barking,high_demand_products,BPUMP,2.0,2.0904093
122,2019-09-05,36,5,9,Barking,high_demand_products,BPUMPSYP,2.0,2.0315232
123,2019-09-05,36,5,9,Barking,high_demand_products,COLLECTEMPTY,16.0,7.2903357
124,2019-09-05,36,5,9,Barking,high_demand_products,DE13P20,2.0,1.7900584
125,2019-09-05,36,5,9,Barking,high_demand_products,DESYN14P20,5.0,3.515761
126,2019-09-05,36,5,9,Barking,low_demand_products,ENT680P20,1.0,1.5226051
127,2019-09-05,36,5,9,Barking,high_demand_products,EP2-12.5,2.0,1.8375105
128,2019-09-05,36,5,9,Barking,high_demand_products,EP2CART,4.0,3.3009298
129,2019-09-05,36,5,9,Barking,high_demand_products,EP2CART12,1.0,1.4551119
130,2019-09-05,36,5,9,Barking,high_demand_products,G003S795,2.0,2.1501348
131,2019-09-05,36,5,9,Barking,high_demand_products,G004S795,1.0,1.7509224
132,2019-09-05,36,5,9,Barking,high_demand_products,G006S795,1.0,1.6638725
133,2019-09-05,36,5,9,Barking,high_demand_products,GD,32.0,37.31299
134,2019-09-05,36,5,9,Barking,low_demand_products,GGUNSTDPRE,1.0,2.0736594
135,2019-09-05,36,5,9,Barking,high_demand_products,H017D,2.0,3.806274
136,2019-09-05,36,5,9,Barking,high_demand_products,JUG2LFLEXI,1.0,1.8500518
137,2019-09-05,36,5,9,Barking,high_demand_products,L006S795,1.0,2.2878945
138,2019-09-05,36,5,9,Barking,high_demand_products,LE10W40205L,1.0,0.9034518
139,2019-09-05,36,5,9,Barking,high_demand_products,LE10W4020L,3.0,2.8415499
140,2019-09-05,36,5,9,Barking,high_demand_products,LH1SO32205L,2.0,1.1538625
141,2019-09-05,36,5,9,Barking,high_demand_products,LHISO46205L,3.0,2.5964012
142,2019-09-05,36,5,9,Barking,high_demand_products,LHISO4620L,3.0,5.9583454
143,2019-09-05,36,5,9,Barking,high_demand_products,LITHCOMP12X400,1.0,1.3545581
144,2019-09-05,36,5,9,Barking,high_demand_products,LITHCOMPCART,1.0,1.7454143
145,2019-09-05,36,5,9,Barking,high_demand_products,LITHIUML2MMOLYGREASE36X400G,2.0,1.2633283
146,2019-09-05,36,5,9,Barking,low_demand_products,LLGENERALPEP2,1.0,1.0819887
147,2019-09-05,36,5,9,Barking,high_demand_products,LLGO809044X5L,2.0,2.0698364
148,2019-09-05,36,5,9,Barking,high_demand_products,LLGO8090520L,1.0,1.486409
149,2019-09-05,36,5,9,Barking,high_demand_products,LLISO6820L,1.0,2.005016
150,2019-09-05,36,5,9,Barking,low_demand_products,LLMC4TFS4X5L,1.0,2.0413587
151,2019-09-05,36,5,9,Barking,high_demand_products,LLMC4TSS4X5L,2.0,2.1870599
152,2019-09-05,36,5,9,Barking,low_demand_products,LLSYN5W30C420L,1.0,1.2629688
153,2019-09-05,36,5,9,Barking,high_demand_products,LM15W40E720L,6.0,5.156721
154,2019-09-05,36,5,9,Barking,high_demand_products,LU5W3020L,2.0,3.1855636
155,2019-09-05,36,5,9,Barking,high_demand_products,NX200,2.0,1.8802073
156,2019-09-05,36,5,9,Barking,low_demand_products,PCM00220L,1.0,1.6040874
157,2019-09-05,36,5,9,Barking,high_demand_products,SWASH25,1.0,1.8485504
158,2019-09-05,36,5,9,Waltham Abbey,high_demand_products,157532,4.0,2.096506
159,2019-09-05,36,5,9,Waltham Abbey,high_demand_products,160816,2.0,1.9554588
160,2019-09-05,36,5,9,Waltham Abbey,high_demand_products,20LSKP,1.0,1.799719
161,2019-09-05,36,5,9,Waltham Abbey,high_demand_products,ADBLUE1000,1.0,1.0499817
162,2019-09-05,36,5,9,Waltham Abbey,high_demand_products,ADBLUE200,1.0,1.3324311
163,2019-09-05,36,5,9,Waltham Abbey,high_demand_products,AF20,2.0,1.9677814
164,2019-09-05,36,5,9,Waltham Abbey,high_demand_products,AFLONGLIFE25,4.0,1.9540322
165,2019-09-05,36,5,9,Waltham Abbey,high_demand_products,BPUMP,1.0,1.1452928
166,2019-09-05,36,5,9,Waltham Abbey,high_demand_products,COLLECTEMPTY,4.0,6.325341
167,2019-09-05,36,5,9,Waltham Abbey,high_demand_products,EP2CART,1.0,2.0299659
168,2019-09-05,36,5,9,Waltham Abbey,high_demand_products,GD,19.0,19.228983
169,2019-09-05,36,5,9,Waltham Abbey,high_demand_products,GD20,5.0,3.5044987
170,2019-09-05,36,5,9,Waltham Abbey,high_demand_products,IBCR,1.0,1.6610105
171,2019-09-05,36,5,9,Waltham Abbey,high_demand_products,LH1SO32205L,1.0,1.1865532
172,2019-09-05,36,5,9,Waltham Abbey,high_demand_products,LHISO46205L,3.0,2.557328
173,2019-09-05,36,5,9,Waltham Abbey,high_demand_products,LLGO80905205L,1.0,1.9637364
174,2019-09-06,36,6,9,Barking,high_demand_products,110786,1.0,1.5815917
175,2019-09-06,36,6,9,Barking,high_demand_products,110882,1.0,2.2305307
176,2019-09-06,36,6,9,Barking,high_demand_products,148647,1.0,1.5748332
177,2019-09-06,36,6,9,Barking,high_demand_products,148650,1.0,1.3814186
178,2019-09-06,36,6,9,Barking,high_demand_products,152435,1.0,1.3674648
179,2019-09-06,36,6,9,Barking,high_demand_products,157532,2.0,1.8301688
180,2019-09-06,36,6,9,Barking,high_demand_products,160804,2.0,2.0606098
181,2019-09-06,36,6,9,Barking,high_demand_products,160816,2.0,1.9834881
182,2019-09-06,36,6,9,Barking,high_demand_products,161407,1.0,1.5972463
183,2019-09-06,36,6,9,Barking,high_demand_products,166049,1.0,1.2276329
184,2019-09-06,36,6,9,Barking,high_demand_products,166236,1.0,1.6275274
185,2019-09-06,36,6,9,Barking,high_demand_products,174371,1.0,1.5492359
186,2019-09-06,36,6,9,Barking,high_demand_products,181711,1.0,1.4586296
187,2019-09-06,36,6,9,Barking,high_demand_products,181712,1.0,1.2861911
188,2019-09-06,36,6,9,Barking,high_demand_products,20LSKP,1.0,1.3576834
189,2019-09-06,36,6,9,Barking,low_demand_products,AD998B,1.0,1.1129749
190,2019-09-06,36,6,9,Barking,high_demand_products,ADBLUE1000,2.0,2.1554968
191,2019-09-06,36,6,9,Barking,high_demand_products,ADBLUE18,7.0,10.342298
192,2019-09-06,36,6,9,Barking,high_demand_products,AF,1.0,1.1872228
193,2019-09-06,36,6,9,Barking,high_demand_products,AF20,1.0,1.9562228
194,2019-09-06,36,6,9,Barking,high_demand_products,BPUMP,2.0,2.1117823
195,2019-09-06,36,6,9,Barking,high_demand_products,COLLECTEMPTY,10.0,6.581466
196,2019-09-06,36,6,9,Barking,low_demand_products,COPANTI500,1.0,1.7084411
197,2019-09-06,36,6,9,Barking,high_demand_products,DDMVATFP20,1.0,1.6525207
198,2019-09-06,36,6,9,Barking,high_demand_products,DE15DRX,1.0,1.5916318
199,2019-09-06,36,6,9,Barking,high_demand_products,DEGREASER,5.0,2.0656714
200,2019-09-06,36,6,9,Barking,high_demand_products,DELIVERY,1.0,1.022107
201,2019-09-06,36,6,9,Barking,high_demand_products,DELIVERY1,1.0,1.820549
202,2019-09-06,36,6,9,Barking,high_demand_products,DELIVERYCHARGE2,3.0,2.9011676
203,2019-09-06,36,6,9,Barking,low_demand_products,ENVAW32P20,5.0,1.4898841
204,2019-09-06,36,6,9,Barking,high_demand_products,EP2CART,2.0,3.4286938
205,2019-09-06,36,6,9,Barking,high_demand_products,GD,24.0,14.934476
206,2019-09-06,36,6,9,Barking,high_demand_products,GD20REFILL,1.0,2.0864944
207,2019-09-06,36,6,9,Barking,high_demand_products,GGUNSTD,2.0,1.7568107
208,2019-09-06,36,6,9,Barking,high_demand_products,H009S795,1.0,1.361055
209,2019-09-06,36,6,9,Barking,high_demand_products,H017B,1.0,0.88549596
210,2019-09-06,36,6,9,Barking,high_demand_products,IBCR,2.0,1.9810914
211,2019-09-06,36,6,9,Barking,high_demand_products,LE10W40205L,1.0,1.0088189
212,2019-09-06,36,6,9,Barking,high_demand_products,LE10W4020L,4.0,2.6544847
213,2019-09-06,36,6,9,Barking,high_demand_products,LHISO3220L,5.0,3.9564826
214,2019-09-06,36,6,9,Barking,high_demand_products,LHISO46205L,8.0,4.8085556
215,2019-09-06,36,6,9,Barking,high_demand_products,LHISO4620L,1.0,2.0025828
216,2019-09-06,36,6,9,Barking,high_demand_products,LHISO68205L,2.0,4.3679223
217,2019-09-06,36,6,9,Barking,high_demand_products,LITHCOMP12X400,2.0,2.0384731
218,2019-09-06,36,6,9,Barking,high_demand_products,LITHCOMPCART,4.0,2.1363404
219,2019-09-06,36,6,9,Barking,high_demand_products,LITHEP00125,2.0,1.6295664
220,2019-09-06,36,6,9,Barking,high_demand_products,LLISO6820L,1.0,2.170548
221,2019-09-06,36,6,9,Barking,high_demand_products,LLMOULDROIL20,1.0,1.8026948
222,2019-09-06,36,6,9,Barking,high_demand_products,LU5W30205L,1.0,1.0163851
223,2019-09-06,36,6,9,Barking,high_demand_products,LU5W30205LBB,1.0,1.0171131
224,2019-09-06,36,6,9,Barking,high_demand_products,LU5W4020L,1.0,1.2503283
225,2019-09-06,36,6,9,Barking,high_demand_products,M080D,3.0,1.7499952
226,2019-09-06,36,6,9,Barking,high_demand_products,M086D,3.0,2.8382313
227,2019-09-06,36,6,9,Barking,high_demand_products,NX200,1.0,1.1347339
228,2019-09-06,36,6,9,Barking,low_demand_products,PCM01200L,1.0,1.360558
229,2019-09-06,36,6,9,Barking,high_demand_products,PMANTIRED20,2.0,1.9030097
230,2019-09-06,36,6,9,Barking,high_demand_products,POD,1.0,1.622166
231,2019-09-06,36,6,9,Barking,high_demand_products,SPILLPALLET2,1.0,1.0666381
232,2019-09-06,36,6,9,Barking,high_demand_products,SWASH25,3.0,1.9308853
233,2019-09-06,36,6,9,Barking,high_demand_products,WATER,1.0,1.5320342
234,2019-09-06,36,6,9,Barking,high_demand_products,WD40,2.0,1.7488871
235,2019-09-06,36,6,9,Waltham Abbey,high_demand_products,SWASH25,1.0,1.7654533
236,2019-09-09,37,9,9,Barking,high_demand_products,113452,1.0,1.3119018
237,2019-09-09,37,9,9,Barking,high_demand_products,152349,1.0,2.291426
238,2019-09-09,37,9,9,Barking,low_demand_products,156357,1.0,1.2536238
239,2019-09-09,37,9,9,Barking,high_demand_products,157103,1.0,1.2964272
240,2019-09-09,37,9,9,Barking,high_demand_products,166252,4.0,3.8159857
241,2019-09-09,37,9,9,Barking,high_demand_products,174371,2.0,3.3322935
242,2019-09-09,37,9,9,Barking,high_demand_products,181712,1.0,1.3076289
243,2019-09-09,37,9,9,Barking,high_demand_products,198713,1.0,1.308052
244,2019-09-09,37,9,9,Barking,high_demand_products,20LSKP,1.0,1.3759274
245,2019-09-09,37,9,9,Barking,high_demand_products,ADBLUE1000,2.0,2.178325
246,2019-09-09,37,9,9,Barking,high_demand_products,ADBLUE18,14.0,9.041134
247,2019-09-09,37,9,9,Barking,high_demand_products,ADBLUE200,5.0,4.970107
248,2019-09-09,37,9,9,Barking,high_demand_products,ADBLUE9531000IBC,1.0,1.084326
249,2019-09-09,37,9,9,Barking,high_demand_products,AF,1.0,1.176202
250,2019-09-09,37,9,9,Barking,high_demand_products,COLLECTEMPTY,14.0,4.4664145
251,2019-09-09,37,9,9,Barking,high_demand_products,DELIVERYCHARGE2,1.0,1.1513499
252,2019-09-09,37,9,9,Barking,high_demand_products,EP2CART,4.0,6.9505725
253,2019-09-09,37,9,9,Barking,high_demand_products,EP2CART12,1.0,1.5159782
254,2019-09-09,37,9,9,Barking,high_demand_products,EVO-P100,2.0,2.040534
255,2019-09-09,37,9,9,Barking,high_demand_products,GD,25.0,28.674313
256,2019-09-09,37,9,9,Barking,high_demand_products,GD20REFILL,2.0,1.9718856
257,2019-09-09,37,9,9,Barking,high_demand_products,GGUNSTD,2.0,2.017619
258,2019-09-09,37,9,9,Barking,high_demand_products,IBCD,1.0,1.1346977
259,2019-09-09,37,9,9,Barking,high_demand_products,IBCR,2.0,1.2107902
260,2019-09-09,37,9,9,Barking,high_demand_products,LH1SO32205L,3.0,2.4949594
261,2019-09-09,37,9,9,Barking,high_demand_products,LHISO3220L,4.0,5.515392
262,2019-09-09,37,9,9,Barking,high_demand_products,LHISO46205L,1.0,1.2790865
263,2019-09-09,37,9,9,Barking,high_demand_products,LHISO4620L,7.0,8.990267
264,2019-09-09,37,9,9,Barking,high_demand_products,LINECUT/SOL,2.0,3.091995
265,2019-09-09,37,9,9,Barking,high_demand_products,LITHCOMP12.5,1.0,1.7437184
266,2019-09-09,37,9,9,Barking,high_demand_products,LITHCOMP12X400,3.0,3.12475
267,2019-09-09,37,9,9,Barking,high_demand_products,LITHCOMPCART,4.0,6.0328355
268,2019-09-09,37,9,9,Barking,low_demand_products,LLCVT20L,1.0,1.3449748
269,2019-09-09,37,9,9,Barking,high_demand_products,LLGO8090420L,1.0,1.7547421
270,2019-09-09,37,9,9,Barking,high_demand_products,LLGO809044X5L,5.0,4.655645
271,2019-09-09,37,9,9,Barking,low_demand_products,LLHO4X5L,1.0,1.0534058
272,2019-09-09,37,9,9,Barking,high_demand_products,LLISO6820L,2.0,2.1283565
273,2019-09-09,37,9,9,Barking,high_demand_products,LLMC4TSS4X5L,1.0,1.7392259
274,2019-09-09,37,9,9,Barking,high_demand_products,LM15W40E7205L,1.0,1.1541042
275,2019-09-09,37,9,9,Barking,high_demand_products,LM15W40E720L,6.0,6.6738205
276,2019-09-09,37,9,9,Barking,high_demand_products,LU5W30205L,2.0,0.93244183
277,2019-09-09,37,9,9,Barking,high_demand_products,LU5W3020L,1.0,1.5613956
278,2019-09-09,37,9,9,Barking,high_demand_products,LU5W4020L,2.0,2.6945786
279,2019-09-09,37,9,9,Barking,high_demand_products,M080D,2.0,1.5385209
280,2019-09-09,37,9,9,Barking,high_demand_products,M086D,1.0,1.3134359
281,2019-09-09,37,9,9,Barking,high_demand_products,NX200,3.0,2.54726
282,2019-09-09,37,9,9,Barking,low_demand_products,PCM00220L,1.0,1.5342599
283,2019-09-09,37,9,9,Barking,high_demand_products,SWASH25,2.0,3.6666603
284,2019-09-09,37,9,9,Barking,high_demand_products,TFR,1.0,1.7719563
285,2019-09-09,37,9,9,Barking,high_demand_products,WATER,1.0,1.9992025
286,2019-09-09,37,9,9,Waltham Abbey,high_demand_products,BPUMP,1.0,1.0881128
287,2019-09-09,37,9,9,Waltham Abbey,high_demand_products,COLLECTEMPTY,1.0,3.2323935
288,2019-09-09,37,9,9,Waltham Abbey,high_demand_products,GD,1.0,1.5659221
289,2019-09-10,37,10,9,Barking,high_demand_products,157615,1.0,1.4516147
290,2019-09-10,37,10,9,Barking,high_demand_products,ADBLUE18,1.0,2.7231414
291,2019-09-10,37,10,9,Barking,high_demand_products,ADBLUE200,2.0,2.5632868
292,2019-09-10,37,10,9,Barking,high_demand_products,ADBLUE9531000IBC,3.0,2.6774895
293,2019-09-10,37,10,9,Barking,high_demand_products,BPUMPSYP,1.0,1.4576646
294,2019-09-10,37,10,9,Barking,high_demand_products,COLLECTEMPTY,2.0,3.2096555
295,2019-09-10,37,10,9,Barking,high_demand_products,G003S795,1.0,2.235172
296,2019-09-10,37,10,9,Barking,high_demand_products,GD,5.0,7.3086777
297,2019-09-10,37,10,9,Barking,high_demand_products,IBCR,1.0,1.3139124
298,2019-09-10,37,10,9,Barking,high_demand_products,LH1SO32205L,1.0,1.1316592
299,2019-09-10,37,10,9,Barking,high_demand_products,LHISO46205L,4.0,3.794023
300,2019-09-10,37,10,9,Barking,high_demand_products,LHISO4620L,1.0,2.0006714
301,2019-09-10,37,10,9,Barking,high_demand_products,LLISO6820L,5.0,2.1310065
302,2019-09-10,37,10,9,Barking,high_demand_products,LU5W3020L,1.0,2.1269398
303,2019-09-10,37,10,9,Barking,high_demand_products,POD25,2.0,2.469327
304,2019-09-10,37,10,9,Barking,high_demand_products,RAGS10,2.0,1.9387664
305,2019-09-10,37,10,9,Barking,high_demand_products,WD405L,1.0,1.7568215
306,2019-09-11,37,11,9,Barking,high_demand_products,110573,1.0,1.4259975
307,2019-09-11,37,11,9,Barking,high_demand_products,110882,1.0,2.8182144
308,2019-09-11,37,11,9,Barking,low_demand_products,148585,1.0,1.35356
309,2019-09-11,37,11,9,Barking,high_demand_products,152438,5.0,2.137803
310,2019-09-11,37,11,9,Barking,low_demand_products,152630,4.0,1.6502198
311,2019-09-11,37,11,9,Barking,high_demand_products,157104,1.0,1.4443241
312,2019-09-11,37,11,9,Barking,high_demand_products,179304,2.0,2.560275
313,2019-09-11,37,11,9,Barking,high_demand_products,194713,2.0,1.7631351
314,2019-09-11,37,11,9,Barking,low_demand_products,A0064X5,1.0,2.882731
315,2019-09-11,37,11,9,Barking,high_demand_products,ADBLUE200,3.0,3.9272547
316,2019-09-11,37,11,9,Barking,high_demand_products,ANTI5050,1.0,2.9137745
317,2019-09-11,37,11,9,Barking,high_demand_products,ATFD3MDRX,1.0,1.0712364
318,2019-09-11,37,11,9,Barking,high_demand_products,BPUMP,1.0,1.2009234
319,2019-09-11,37,11,9,Barking,high_demand_products,COLLECTEMPTY,7.0,6.1378756
320,2019-09-11,37,11,9,Barking,low_demand_products,COPANTI500,2.0,1.5601312
